orient|pix_per_cell|cell_per_block|c|color_space|hist_bins|spatial_feat|num_features|accuracy
8|16|2|0.0001|YCrCb|16|True|1680|0.9844036697247708
8|16|2|0.0005|YCrCb|16|True|1680|0.9894495412844037
8|16|2|0.001|YCrCb|16|True|1680|0.9876146788990826
8|16|2|0.005|YCrCb|16|True|1680|0.9880733944954128
8|16|2|0.0001|HLS|16|True|1680|0.9715596330275228
8|16|2|0.0005|HLS|16|True|1680|0.9688073394495412
8|16|2|0.001|HLS|16|True|1680|0.9692660550458716
8|16|2|0.005|HLS|16|True|1680|0.9724770642201837
8|16|2|0.0001|HSV|16|True|1680|0.9720183486238532
8|16|2|0.0005|HSV|16|True|1680|0.9743119266055046
8|16|2|0.001|HSV|16|True|1680|0.9761467889908256
8|16|2|0.005|HSV|16|True|1680|0.976605504587156
8|16|2|0.0001|YUV|16|True|1680|0.9844036697247708
8|16|2|0.0005|YUV|16|True|1680|0.9885321100917432
8|16|2|0.001|YUV|16|True|1680|0.9899082568807339
8|16|2|0.005|YUV|16|True|1680|0.9922018348623852
8|16|2|0.0001|BGR|16|True|1680|0.9678899082568808
8|16|2|0.0005|BGR|16|True|1680|0.9761467889908256
8|16|2|0.001|BGR|16|True|1680|0.976605504587156
8|16|2|0.005|BGR|16|True|1680|0.9770642201834864
8|16|4|0.0001|YCrCb|16|True|1200|0.979816513761468
8|16|4|0.0005|YCrCb|16|True|1200|0.9871559633027523
8|16|4|0.001|YCrCb|16|True|1200|0.9885321100917432
8|16|4|0.005|YCrCb|16|True|1200|0.9862385321100916
8|16|4|0.0001|HLS|16|True|1200|0.9733944954128442
8|16|4|0.0005|HLS|16|True|1200|0.9747706422018348
8|16|4|0.001|HLS|16|True|1200|0.9738532110091744
8|16|4|0.005|HLS|16|True|1200|0.9752293577981652
8|16|4|0.0001|HSV|16|True|1200|0.9756880733944954
8|16|4|0.0005|HSV|16|True|1200|0.9784403669724768
8|16|4|0.001|HSV|16|True|1200|0.9807339449541284
8|16|4|0.005|HSV|16|True|1200|0.9752293577981652
8|16|4|0.0001|YUV|16|True|1200|0.9784403669724768
8|16|4|0.0005|YUV|16|True|1200|0.9839449541284404
8|16|4|0.001|YUV|16|True|1200|0.9825688073394496
8|16|4|0.005|YUV|16|True|1200|0.9844036697247708
8|16|4|0.0001|BGR|16|True|1200|0.9642201834862384
8|16|4|0.0005|BGR|16|True|1200|0.9775229357798164
8|16|4|0.001|BGR|16|True|1200|0.9784403669724768
8|16|4|0.005|BGR|16|True|1200|0.9775229357798164
8|8|2|0.0001|YCrCb|16|True|5520|0.9876146788990826
8|8|2|0.0005|YCrCb|16|True|5520|0.9839449541284404
8|8|2|0.001|YCrCb|16|True|5520|0.981651376146789
8|8|2|0.005|YCrCb|16|True|5520|0.9807339449541284
8|8|2|0.0001|HLS|16|True|5520|0.981651376146789
8|8|2|0.0005|HLS|16|True|5520|0.9807339449541284
8|8|2|0.001|HLS|16|True|5520|0.9775229357798164
8|8|2|0.005|HLS|16|True|5520|0.9720183486238532
8|8|2|0.0001|HSV|16|True|5520|0.9844036697247708
8|8|2|0.0005|HSV|16|True|5520|0.9844036697247708
8|8|2|0.001|HSV|16|True|5520|0.9811926605504588
8|8|2|0.005|HSV|16|True|5520|0.9793577981651376
8|8|2|0.0001|YUV|16|True|5520|0.9876146788990826
8|8|2|0.0005|YUV|16|True|5520|0.9880733944954128
8|8|2|0.001|YUV|16|True|5520|0.9844036697247708
8|8|2|0.005|YUV|16|True|5520|0.979816513761468
8|8|2|0.0001|BGR|16|True|5520|0.9784403669724768
8|8|2|0.0005|BGR|16|True|5520|0.9770642201834864
8|8|2|0.001|BGR|16|True|5520|0.9752293577981652
8|8|2|0.005|BGR|16|True|5520|0.9743119266055046
8|8|4|0.0001|YCrCb|16|True|10416|0.9876146788990826
8|8|4|0.0005|YCrCb|16|True|10416|0.9862385321100916
8|8|4|0.001|YCrCb|16|True|10416|0.9839449541284404
8|8|4|0.005|YCrCb|16|True|10416|0.9839449541284404
8|8|4|0.0001|HLS|16|True|10416|0.981651376146789
8|8|4|0.0005|HLS|16|True|10416|0.9821100917431193
8|8|4|0.001|HLS|16|True|10416|0.9775229357798164
8|8|4|0.005|HLS|16|True|10416|0.9720183486238532
8|8|4|0.0001|HSV|16|True|10416|0.9844036697247708
8|8|4|0.0005|HSV|16|True|10416|0.9830275229357798
8|8|4|0.001|HSV|16|True|10416|0.9825688073394496
8|8|4|0.005|HSV|16|True|10416|0.9793577981651376
8|8|4|0.0001|YUV|16|True|10416|0.9885321100917432
8|8|4|0.0005|YUV|16|True|10416|0.9853211009174312
8|8|4|0.001|YUV|16|True|10416|0.98348623853211
8|8|4|0.005|YUV|16|True|10416|0.981651376146789
8|8|4|0.0001|BGR|16|True|10416|0.976605504587156
8|8|4|0.0005|BGR|16|True|10416|0.9770642201834864
8|8|4|0.001|BGR|16|True|10416|0.9756880733944954
8|8|4|0.005|BGR|16|True|10416|0.96651376146789
9|16|2|0.0001|YCrCb|16|True|1788|0.9848623853211008
9|16|2|0.0005|YCrCb|16|True|1788|0.9908256880733946
9|16|2|0.001|YCrCb|16|True|1788|0.9917431192660552
9|16|2|0.005|YCrCb|16|True|1788|0.9903669724770642
9|16|2|0.0001|HLS|16|True|1788|0.9724770642201837
9|16|2|0.0005|HLS|16|True|1788|0.9701834862385319
9|16|2|0.001|HLS|16|True|1788|0.9720183486238532
9|16|2|0.005|HLS|16|True|1788|0.9733944954128442
9|16|2|0.0001|HSV|16|True|1788|0.9720183486238532
9|16|2|0.0005|HSV|16|True|1788|0.976605504587156
9|16|2|0.001|HSV|16|True|1788|0.9770642201834864
9|16|2|0.005|HSV|16|True|1788|0.9784403669724768
9|16|2|0.0001|YUV|16|True|1788|0.9848623853211008
9|16|2|0.0005|YUV|16|True|1788|0.9917431192660552
9|16|2|0.001|YUV|16|True|1788|0.9912844036697248
9|16|2|0.005|YUV|16|True|1788|0.9903669724770642
9|16|2|0.0001|BGR|16|True|1788|0.96651376146789
9|16|2|0.0005|BGR|16|True|1788|0.9715596330275228
9|16|2|0.001|BGR|16|True|1788|0.9720183486238532
9|16|2|0.005|BGR|16|True|1788|0.9724770642201837
9|16|4|0.0001|YCrCb|16|True|1248|0.9802752293577982
9|16|4|0.0005|YCrCb|16|True|1248|0.9871559633027523
9|16|4|0.001|YCrCb|16|True|1248|0.9871559633027523
9|16|4|0.005|YCrCb|16|True|1248|0.9871559633027523
9|16|4|0.0001|HLS|16|True|1248|0.9743119266055046
9|16|4|0.0005|HLS|16|True|1248|0.976605504587156
9|16|4|0.001|HLS|16|True|1248|0.9756880733944954
9|16|4|0.005|HLS|16|True|1248|0.9770642201834864
9|16|4|0.0001|HSV|16|True|1248|0.9752293577981652
9|16|4|0.0005|HSV|16|True|1248|0.9821100917431193
9|16|4|0.001|HSV|16|True|1248|0.9802752293577982
9|16|4|0.005|HSV|16|True|1248|0.9788990825688072
9|16|4|0.0001|YUV|16|True|1248|0.9802752293577982
9|16|4|0.0005|YUV|16|True|1248|0.9848623853211008
9|16|4|0.001|YUV|16|True|1248|0.9839449541284404
9|16|4|0.005|YUV|16|True|1248|0.9848623853211008
9|16|4|0.0001|BGR|16|True|1248|0.9646788990825688
9|16|4|0.0005|BGR|16|True|1248|0.9729357798165138
9|16|4|0.001|BGR|16|True|1248|0.976605504587156
9|16|4|0.005|BGR|16|True|1248|0.9761467889908256
9|8|2|0.0001|YCrCb|16|True|6108|0.9885321100917432
9|8|2|0.0005|YCrCb|16|True|6108|0.981651376146789
9|8|2|0.001|YCrCb|16|True|6108|0.9793577981651376
9|8|2|0.005|YCrCb|16|True|6108|0.979816513761468
9|8|2|0.0001|HLS|16|True|6108|0.9825688073394496
9|8|2|0.0005|HLS|16|True|6108|0.979816513761468
9|8|2|0.001|HLS|16|True|6108|0.9770642201834864
9|8|2|0.005|HLS|16|True|6108|0.9738532110091744
9|8|2|0.0001|HSV|16|True|6108|0.9848623853211008
9|8|2|0.0005|HSV|16|True|6108|0.9848623853211008
9|8|2|0.001|HSV|16|True|6108|0.9848623853211008
9|8|2|0.005|HSV|16|True|6108|0.9802752293577982
9|8|2|0.0001|YUV|16|True|6108|0.9876146788990826
9|8|2|0.0005|YUV|16|True|6108|0.98348623853211
9|8|2|0.001|YUV|16|True|6108|0.981651376146789
9|8|2|0.005|YUV|16|True|6108|0.9788990825688072
9|8|2|0.0001|BGR|16|True|6108|0.9743119266055046
9|8|2|0.0005|BGR|16|True|6108|0.9770642201834864
9|8|2|0.001|BGR|16|True|6108|0.9770642201834864
9|8|2|0.005|BGR|16|True|6108|0.9688073394495412
9|8|4|0.0001|YCrCb|16|True|11616|0.9903669724770642
9|8|4|0.0005|YCrCb|16|True|11616|0.9857798165137616
9|8|4|0.001|YCrCb|16|True|11616|0.9857798165137616
9|8|4|0.005|YCrCb|16|True|11616|0.9862385321100916
9|8|4|0.0001|HLS|16|True|11616|0.9821100917431193
9|8|4|0.0005|HLS|16|True|11616|0.9802752293577982
9|8|4|0.001|HLS|16|True|11616|0.9802752293577982
9|8|4|0.005|HLS|16|True|11616|0.9788990825688072
9|8|4|0.0001|HSV|16|True|11616|0.9844036697247708
9|8|4|0.0005|HSV|16|True|11616|0.9853211009174312
9|8|4|0.001|HSV|16|True|11616|0.9876146788990826
9|8|4|0.005|HSV|16|True|11616|0.9853211009174312
8|16|2|0.0001|YCrCb|16|False|912|0.9844036697247708
8|16|2|0.0005|YCrCb|16|False|912|0.989908256880734
8|16|2|0.001|YCrCb|16|False|912|0.9876146788990826
8|16|2|0.005|YCrCb|16|False|912|0.9853211009174312
8|16|2|0.0001|HLS|16|False|912|0.9660550458715595
8|16|2|0.0005|HLS|16|False|912|0.9655963302752294
8|16|2|0.001|HLS|16|False|912|0.96651376146789
8|16|2|0.005|HLS|16|False|912|0.9674311926605504
8|16|2|0.0001|HSV|16|False|912|0.9660550458715595
8|16|2|0.0005|HSV|16|False|912|0.9688073394495412
8|16|2|0.001|HSV|16|False|912|0.9733944954128442
8|16|2|0.005|HSV|16|False|912|0.9784403669724768
8|16|2|0.0001|YUV|16|False|912|0.9830275229357798
8|16|2|0.0005|YUV|16|False|912|0.9899082568807339
8|16|2|0.001|YUV|16|False|912|0.9903669724770642
8|16|2|0.005|YUV|16|False|912|0.9876146788990826
8|16|2|0.0001|BGR|16|False|912|0.9614678899082568
8|16|2|0.0005|BGR|16|False|912|0.9610091743119266
8|16|2|0.001|BGR|16|False|912|0.9619266055045872
8|16|2|0.005|BGR|16|False|912|0.9669724770642202
8|16|4|0.0001|YCrCb|16|False|432|0.9788990825688072
8|16|4|0.0005|YCrCb|16|False|432|0.9857798165137616
8|16|4|0.001|YCrCb|16|False|432|0.9853211009174312
8|16|4|0.005|YCrCb|16|False|432|0.9844036697247708
8|16|4|0.0001|HLS|16|False|432|0.9674311926605504
8|16|4|0.0005|HLS|16|False|432|0.9743119266055046
8|16|4|0.001|HLS|16|False|432|0.9743119266055046
8|16|4|0.005|HLS|16|False|432|0.9788990825688072
8|16|4|0.0001|HSV|16|False|432|0.9628440366972476
8|16|4|0.0005|HSV|16|False|432|0.9697247706422021
8|16|4|0.001|HSV|16|False|432|0.9724770642201837
8|16|4|0.005|HSV|16|False|432|0.9770642201834864
8|16|4|0.0001|YUV|16|False|432|0.9775229357798164
8|16|4|0.0005|YUV|16|False|432|0.9821100917431193
8|16|4|0.001|YUV|16|False|432|0.981651376146789
8|16|4|0.005|YUV|16|False|432|0.9862385321100916
8|16|4|0.0001|BGR|16|False|432|0.9293577981651376
8|16|4|0.0005|BGR|16|False|432|0.9623853211009176
8|16|4|0.001|BGR|16|False|432|0.9688073394495412
8|16|4|0.005|BGR|16|False|432|0.9701834862385319
8|8|2|0.0001|YCrCb|16|False|4752|0.9839449541284404
8|8|2|0.0005|YCrCb|16|False|4752|0.98348623853211
8|8|2|0.001|YCrCb|16|False|4752|0.9802752293577982
8|8|2|0.005|YCrCb|16|False|4752|0.9775229357798164
9|16|2|0.0001|YCrCb|16|False|1020|0.9821100917431193
9|16|2|0.0005|YCrCb|16|False|1020|0.989908256880734
9|16|2|0.001|YCrCb|16|False|1020|0.989908256880734
9|16|2|0.005|YCrCb|16|False|1020|0.9903669724770642
9|16|2|0.0001|YUV|16|False|1020|0.9811926605504588
9|16|2|0.0005|YUV|16|False|1020|0.989908256880734
9|16|2|0.001|YUV|16|False|1020|0.9894495412844037
9|16|2|0.005|YUV|16|False|1020|0.9857798165137616
10|16|2|0.0001|YCrCb|16|True|1896|0.9871559633027523
10|16|2|0.0005|YCrCb|16|True|1896|0.9917431192660552
10|16|2|0.001|YCrCb|16|True|1896|0.9922018348623852
10|16|2|0.005|YCrCb|16|True|1896|0.9908256880733946
10|16|2|0.0001|YCrCb|16|False|1128|0.9825688073394496
10|16|2|0.0005|YCrCb|16|False|1128|0.9922018348623852
10|16|2|0.001|YCrCb|16|False|1128|0.9912844036697248
10|16|2|0.005|YCrCb|16|False|1128|0.9912844036697248
10|16|2|0.0001|YUV|16|True|1896|0.9876146788990826
10|16|2|0.0005|YUV|16|True|1896|0.9917431192660552
10|16|2|0.001|YUV|16|True|1896|0.993119266055046
10|16|2|0.005|YUV|16|True|1896|0.9912844036697248
10|16|2|0.0001|YUV|16|False|1128|0.9830275229357798
10|16|2|0.0005|YUV|16|False|1128|0.9889908256880734
10|16|2|0.001|YUV|16|False|1128|0.9885321100917432
10|16|2|0.005|YUV|16|False|1128|0.9889908256880734
8|16|2|0.0001|YCrCb|32|True|1728|0.9866972477064221
8|16|2|0.0005|YCrCb|32|True|1728|0.9885321100917432
8|16|2|0.001|YCrCb|32|True|1728|0.989908256880734
8|16|2|0.005|YCrCb|32|True|1728|0.9894495412844037
8|16|2|0.0001|YCrCb|32|False|960|0.9871559633027523
8|16|2|0.0005|YCrCb|32|False|960|0.9885321100917432
8|16|2|0.001|YCrCb|32|False|960|0.9880733944954128
8|16|2|0.005|YCrCb|32|False|960|0.9857798165137616
8|16|2|0.0001|YUV|32|True|1728|0.9866972477064221
8|16|2|0.0005|YUV|32|True|1728|0.9903669724770642
8|16|2|0.001|YUV|32|True|1728|0.9894495412844037
8|16|2|0.005|YUV|32|True|1728|0.989908256880734
8|16|2|0.0001|YUV|32|False|960|0.9853211009174312
8|16|2|0.0005|YUV|32|False|960|0.9894495412844037
8|16|2|0.001|YUV|32|False|960|0.9871559633027523
8|16|2|0.005|YUV|32|False|960|0.9857798165137616
9|16|2|0.0001|YCrCb|32|True|1836|0.9876146788990826
9|16|2|0.0005|YCrCb|32|True|1836|0.9889908256880734
9|16|2|0.001|YCrCb|32|True|1836|0.9908256880733946
9|16|2|0.005|YCrCb|32|True|1836|0.9912844036697248
9|16|2|0.0001|YCrCb|32|False|1068|0.9848623853211008
9|16|2|0.0005|YCrCb|32|False|1068|0.9871559633027523
9|16|2|0.001|YCrCb|32|False|1068|0.9880733944954128
9|16|2|0.005|YCrCb|32|False|1068|0.9866972477064221
9|16|2|0.0001|YUV|32|True|1836|0.9880733944954128
9|16|2|0.0005|YUV|32|True|1836|0.9912844036697248
9|16|2|0.001|YUV|32|True|1836|0.9908256880733946
9|16|2|0.005|YUV|32|True|1836|0.9880733944954128
9|16|2|0.0001|YUV|32|False|1068|0.9857798165137616
9|16|2|0.0005|YUV|32|False|1068|0.9894495412844037
9|16|2|0.001|YUV|32|False|1068|0.9889908256880734
9|16|2|0.005|YUV|32|False|1068|0.9871559633027523
10|16|2|0.0001|YCrCb|32|True|1944|0.9894495412844037
10|16|2|0.0005|YCrCb|32|True|1944|0.9917431192660552
10|16|2|0.001|YCrCb|32|True|1944|0.993577981651376
10|16|2|0.005|YCrCb|32|True|1944|0.9922018348623852
10|16|2|0.0001|YCrCb|32|False|1176|0.9853211009174312
10|16|2|0.0005|YCrCb|32|False|1176|0.9912844036697248
10|16|2|0.001|YCrCb|32|False|1176|0.9908256880733946
10|16|2|0.005|YCrCb|32|False|1176|0.9908256880733946
10|16|2|0.0001|YUV|32|True|1944|0.9894495412844037
10|16|2|0.0005|YUV|32|True|1944|0.9912844036697248
10|16|2|0.001|YUV|32|True|1944|0.9917431192660552
10|16|2|0.005|YUV|32|True|1944|0.9912844036697248
10|16|2|0.0001|YUV|32|False|1176|0.9871559633027523
10|16|2|0.0005|YUV|32|False|1176|0.9889908256880734
10|16|2|0.001|YUV|32|False|1176|0.9885321100917432
10|16|2|0.005|YUV|32|False|1176|0.9885321100917432
